train_loss,train_soft_loss,epoch,step,val_loss,val_soft_loss
0.27030158042907715,0.27030158042907715,0,15,,
0.5827133655548096,0.5827133655548096,0,31,,
0.6162124872207642,0.6162124872207642,0,47,,
0.5971397757530212,0.5971397757530212,0,63,,
0.13792593777179718,0.13792593777179718,0,79,,
0.14183588325977325,0.14183588325977325,0,95,,
0.5715421438217163,0.5715421438217163,0,111,,
0.9679204225540161,0.9679204225540161,0,127,,
,,0,131,0.3464314639568329,0.3464314639568329
0.3428472876548767,0.3428472876548767,1,143,,
0.1710016131401062,0.1710016131401062,1,159,,
0.20286978781223297,0.20286978781223297,1,175,,
0.19720835983753204,0.19720835983753204,1,191,,
0.30027949810028076,0.30027949810028076,1,207,,
0.06739254295825958,0.06739254295825958,1,223,,
0.1539619117975235,0.1539619117975235,1,239,,
0.10504507273435593,0.10504507273435593,1,255,,
,,1,263,0.1606011688709259,0.1606011688709259
